# Every genome screened, one row per genome. 20,434 prokaryote genomes (one per named species)
# plus the 88 eukaryote genomes. ftp_path is the NCBI directory the protein file was taken from:
# <ftp_path>/<basename>_protein.faa.gz. The genome page is https://www.ncbi.nlm.nih.gov/datasets/genome/<accession>/
screen	genus	species	accession	organism_name	refseq_category	assembly_level	protein_coding_genes	ftp_path
survey (4+ species)	Kaistella	Kaistella yananensis	GCF_026107505.2	Kaistella yananensis	reference genome	Contig	2610	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/107/505/GCF_026107505.2_ASM2610750v2
survey (4+ species)	Kaistella	Kaistella yonginensis	GCF_030409525.1	Kaistella yonginensis	reference genome	Contig	2910	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/409/525/GCF_030409525.1_ASM3040952v1
survey (4+ species)	Kaistia	Kaistia adipata	GCF_000423225.1	Kaistia adipata DSM 17808	reference genome	Scaffold	4503	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/423/225/GCF_000423225.1_ASM42322v1
survey (4+ species)	Kaistia	Kaistia algarum	GCF_026343945.1	Kaistia algarum	reference genome	Contig	4931	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/343/945/GCF_026343945.1_ASM2634394v1
survey (4+ species)	Kaistia	Kaistia dalseonensis	GCF_026343995.1	Kaistia dalseonensis	reference genome	Contig	4815	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/343/995/GCF_026343995.1_ASM2634399v1
survey (4+ species)	Kaistia	Kaistia defluvii	GCF_026343955.1	Kaistia defluvii	reference genome	Contig	4496	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/343/955/GCF_026343955.1_ASM2634395v1
survey (4+ species)	Kaistia	Kaistia geumhonensis	GCF_026344055.1	Kaistia geumhonensis	reference genome	Contig	4275	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/344/055/GCF_026344055.1_ASM2634405v1
survey (4+ species)	Kaistia	Kaistia granuli	GCF_000380505.1	Kaistia granuli DSM 23481	reference genome	Contig	4413	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/380/505/GCF_000380505.1_ASM38050v1
survey (4+ species)	Kaistia	Kaistia hirudinis	GCF_014196455.1	Kaistia hirudinis	reference genome	Contig	4850	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/196/455/GCF_014196455.1_ASM1419645v1
survey (4+ species)	Kaistia	Kaistia nematophila	GCF_026343855.1	Kaistia nematophila	reference genome	Contig	4788	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/343/855/GCF_026343855.1_ASM2634385v1
survey (4+ species)	Kaistia	Kaistia soli	GCF_900129325.1	Kaistia soli DSM 19436	reference genome	Scaffold	4889	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/325/GCF_900129325.1_IMG-taxon_2582581302_annotated_assembly
survey (4+ species)	Kaistia	Kaistia terrae	GCF_026344005.1	Kaistia terrae	reference genome	Contig	5154	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/344/005/GCF_026344005.1_ASM2634400v1
survey (4+ species)	Kangiella	Kangiella aquimarina	GCF_000374105.1	Kangiella aquimarina DSM 16071	reference genome	Scaffold	2447	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/105/GCF_000374105.1_ASM37410v1
survey (4+ species)	Kangiella	Kangiella geojedonensis	GCF_000981765.1	Kangiella geojedonensis	reference genome	Complete Genome	2263	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/981/765/GCF_000981765.1_ASM98176v1
survey (4+ species)	Kangiella	Kangiella japonica	GCF_039523535.1	Kangiella japonica	reference genome	Scaffold	2223	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/523/535/GCF_039523535.1_ASM3952353v1
survey (4+ species)	Kangiella	Kangiella koreensis	GCF_000024085.1	Kangiella koreensis DSM 16069	reference genome	Complete Genome	2601	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/085/GCF_000024085.1_ASM2408v1
survey (4+ species)	Kangiella	Kangiella marina	GCF_039541235.1	Kangiella marina	reference genome	Contig	2277	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/541/235/GCF_039541235.1_ASM3954123v1
survey (4+ species)	Kangiella	Kangiella profundi	GCF_002838765.1	Kangiella profundi	reference genome	Complete Genome	2414	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/838/765/GCF_002838765.1_ASM283876v1
survey (4+ species)	Kangiella	Kangiella sediminilitoris	GCF_001708405.1	Kangiella sediminilitoris	reference genome	Complete Genome	2313	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/405/GCF_001708405.1_ASM170840v1
survey (4+ species)	Kangiella	Kangiella shandongensis	GCF_020005365.1	Kangiella shandongensis	reference genome	Contig	2616	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/005/365/GCF_020005365.1_ASM2000536v1
survey (4+ species)	Kangiella	Kangiella spongicola	GCF_003194565.2	Kangiella spongicola	reference genome	Contig	2284	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/194/565/GCF_003194565.2_ASM319456v2
survey (4+ species)	Kangiella	Kangiella taiwanensis	GCF_020005165.1	Kangiella taiwanensis	reference genome	Contig	2313	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/005/165/GCF_020005165.1_ASM2000516v1
survey (4+ species)	Kibdelosporangium	Kibdelosporangium aridum	GCF_900176515.1	Kibdelosporangium aridum	reference genome	Scaffold	11030	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/176/515/GCF_900176515.1_IMG-taxon_2595698251_annotated_assembly
survey (4+ species)	Kibdelosporangium	Kibdelosporangium banguiense	GCF_017876405.1	Kibdelosporangium banguiense	reference genome	Contig	11375	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/876/405/GCF_017876405.1_ASM1787640v1
survey (4+ species)	Kibdelosporangium	Kibdelosporangium persicum	GCF_013280595.1	Kibdelosporangium persicum	reference genome	Scaffold	9233	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/280/595/GCF_013280595.1_4NS15_2019_02_14
survey (4+ species)	Kibdelosporangium	Kibdelosporangium philippinense	GCF_021390435.2	Kibdelosporangium philippinense	reference genome	Contig	11065	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/390/435/GCF_021390435.2_ASM2139043v3
survey (4+ species)	Kibdelosporangium	Kibdelosporangium phytohabitans	GCF_001302585.1	Kibdelosporangium phytohabitans	reference genome	Complete Genome	10658	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/302/585/GCF_001302585.1_ASM130258v1
survey (4+ species)	Kiloniella	Kiloniella antarctica	GCF_042682825.1	Kiloniella antarctica	reference genome	Scaffold	4143	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/682/825/GCF_042682825.1_ASM4268282v1
survey (4+ species)	Kiloniella	Kiloniella laminariae	GCF_000374005.1	Kiloniella laminariae DSM 19542	reference genome	Scaffold	4102	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/005/GCF_000374005.1_ASM37400v1
survey (4+ species)	Kiloniella	Kiloniella litopenaei	GCF_000982415.1	Kiloniella litopenaei	reference genome	Contig	3993	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/982/415/GCF_000982415.1_ASM98241v1
survey (4+ species)	Kiloniella	Kiloniella majae	GCF_002118315.1	Kiloniella majae	reference genome	Contig	4063	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/118/315/GCF_002118315.1_ASM211831v1
survey (4+ species)	Kiloniella	Kiloniella spongiae	GCF_001026905.1	Kiloniella spongiae	reference genome	Contig	4151	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/026/905/GCF_001026905.1_ASM102690v1
survey (4+ species)	Kineococcus	Kineococcus anabasis	GCF_054590795.1	Kineococcus anabasis	reference genome	Scaffold	4325	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/054/590/795/GCF_054590795.1_ASM5459079v1
survey (4+ species)	Kineococcus	Kineococcus arenarius	GCF_050871845.1	Kineococcus arenarius subsp. arenarius	reference genome	Contig	4038	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/871/845/GCF_050871845.1_ASM5087184v1
survey (4+ species)	Kineococcus	Kineococcus aridisoli	GCF_050871885.1	Kineococcus aridisoli	reference genome	Contig	4490	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/871/885/GCF_050871885.1_ASM5087188v1
survey (4+ species)	Kineococcus	Kineococcus aurantiacus	GCF_013409345.1	Kineococcus aurantiacus	reference genome	Contig	4652	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/409/345/GCF_013409345.1_ASM1340934v1
survey (4+ species)	Kineococcus	Kineococcus auxinigenes	GCF_050871525.1	Kineococcus auxinigenes	reference genome	Contig	3867	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/871/525/GCF_050871525.1_ASM5087152v1
survey (4+ species)	Kineococcus	Kineococcus deserti	GCF_050871945.1	Kineococcus deserti	reference genome	Contig	4887	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/871/945/GCF_050871945.1_ASM5087194v1
survey (4+ species)	Kineococcus	Kineococcus endophyticus	GCF_040796495.1	Kineococcus endophyticus	reference genome	Contig	4787	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/796/495/GCF_040796495.1_ASM4079649v1
survey (4+ species)	Kineococcus	Kineococcus esterisolvens	GCF_050871405.1	Kineococcus esterisolvens	reference genome	Contig	4096	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/871/405/GCF_050871405.1_ASM5087140v1
survey (4+ species)	Kineococcus	Kineococcus glutinatus	GCF_039542765.1	Kineococcus glutinatus	reference genome	Scaffold	4236	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/542/765/GCF_039542765.1_ASM3954276v1
survey (4+ species)	Kineococcus	Kineococcus gurbantunggutensis	GCF_050871925.1	Kineococcus gurbantunggutensis	reference genome	Contig	4953	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/871/925/GCF_050871925.1_ASM5087192v1
survey (4+ species)	Kineococcus	Kineococcus gynurae	GCF_042433995.1	Kineococcus gynurae	reference genome	Scaffold	3618	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/433/995/GCF_042433995.1_ASM4243399v1
survey (4+ species)	Kineococcus	Kineococcus gypseus	GCF_050871305.1	Kineococcus gypseus	reference genome	Contig	4051	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/871/305/GCF_050871305.1_ASM5087130v1
survey (4+ species)	Kineococcus	Kineococcus haloalkalitolerans	GCF_050871905.1	Kineococcus haloalkalitolerans	reference genome	Contig	3831	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/871/905/GCF_050871905.1_ASM5087190v1
survey (4+ species)	Kineococcus	Kineococcus halophytocola	GCF_041276425.1	Kineococcus halophytocola	reference genome	Contig	3918	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/276/425/GCF_041276425.1_ASM4127642v1
survey (4+ species)	Kineococcus	Kineococcus indalonis	GCF_009906395.1	Kineococcus indalonis	reference genome	Scaffold	4193	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/906/395/GCF_009906395.1_ASM990639v1
survey (4+ species)	Kineococcus	Kineococcus lubricus	GCF_050871965.1	Kineococcus lubricus	reference genome	Contig	4411	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/871/965/GCF_050871965.1_ASM5087196v1
survey (4+ species)	Kineococcus	Kineococcus mangrovi	GCF_041320705.1	Kineococcus mangrovi	reference genome	Contig	4053	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/320/705/GCF_041320705.1_ASM4132070v1
survey (4+ species)	Kineococcus	Kineococcus radiotolerans	GCF_000017305.1	Kineococcus radiotolerans SRS30216 = ATCC BAA-149	reference genome	Complete Genome	4664	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/305/GCF_000017305.1_ASM1730v1
survey (4+ species)	Kineococcus	Kineococcus rhizosphaerae	GCF_003002055.1	Kineococcus rhizosphaerae	reference genome	Contig	5302	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/002/055/GCF_003002055.1_ASM300205v1
survey (4+ species)	Kineococcus	Kineococcus rubinsiae	GCF_011839805.1	Kineococcus rubinsiae	reference genome	Contig	4454	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/839/805/GCF_011839805.1_ASM1183980v1
survey (4+ species)	Kineococcus	Kineococcus rugosus	GCF_050871975.1	Kineococcus rugosus	reference genome	Contig	4492	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/871/975/GCF_050871975.1_ASM5087197v1
survey (4+ species)	Kineococcus	Kineococcus siccus	GCF_009906795.1	Kineococcus siccus	reference genome	Scaffold	4272	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/906/795/GCF_009906795.1_ASM990679v1
survey (4+ species)	Kineococcus	Kineococcus terrestris	GCF_041020755.1	Kineococcus terrestris	reference genome	Contig	3926	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/020/755/GCF_041020755.1_ASM4102075v1
survey (4+ species)	Kineococcus	Kineococcus vitellinus	GCF_009906315.1	Kineococcus vitellinus	reference genome	Scaffold	4561	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/906/315/GCF_009906315.1_ASM990631v1
survey (4+ species)	Kineococcus	Kineococcus xinjiangensis	GCF_002934625.1	Kineococcus xinjiangensis	reference genome	Contig	4119	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/934/625/GCF_002934625.1_ASM293462v1
survey (4+ species)	Kineosporia	Kineosporia babensis	GCF_021129305.1	Kineosporia babensis	reference genome	Contig	8071	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/129/305/GCF_021129305.1_ASM2112930v1
survey (4+ species)	Kineosporia	Kineosporia corallincola	GCF_018499875.1	Kineosporia corallincola	reference genome	Contig	7039	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/499/875/GCF_018499875.1_ASM1849987v1
survey (4+ species)	Kineosporia	Kineosporia mesophila	GCF_021129235.1	Kineosporia mesophila	reference genome	Contig	6849	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/129/235/GCF_021129235.1_ASM2112923v1
survey (4+ species)	Kineosporia	Kineosporia rhizophila	GCF_021277265.1	Kineosporia rhizophila	reference genome	Contig	7020	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/277/265/GCF_021277265.1_ASM2127726v1
survey (4+ species)	Kineosporia	Kineosporia succinea	GCF_030811555.1	Kineosporia succinea	reference genome	Contig	6918	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/811/555/GCF_030811555.1_ASM3081155v1
survey (4+ species)	Kingella	Kingella bonacorsii	GCF_016623605.1	Kingella bonacorsii	reference genome	Scaffold	2635	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/623/605/GCF_016623605.1_ASM1662360v1
survey (4+ species)	Kingella	Kingella denitrificans	GCF_016127355.1	Kingella denitrificans	reference genome	Complete Genome	2185	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/127/355/GCF_016127355.1_ASM1612735v1
survey (4+ species)	Kingella	Kingella kingae	GCF_900475905.1	Kingella kingae	reference genome	Complete Genome	2004	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/905/GCF_900475905.1_49595_E01
survey (4+ species)	Kingella	Kingella negevensis	GCF_030177895.1	Kingella negevensis	reference genome	Chromosome	2156	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/177/895/GCF_030177895.1_ASM3017789v1
survey (4+ species)	Kingella	Kingella oralis	GCF_014054985.1	Kingella oralis	reference genome	Complete Genome	2525	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/054/985/GCF_014054985.1_ASM1405498v1
survey (4+ species)	Kingella	Kingella potus	GCF_900451175.1	Kingella potus	reference genome	Contig	2345	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/451/175/GCF_900451175.1_50465_B02
survey (4+ species)	Kingella	Kingella pumchi	GCF_022288825.1	Kingella pumchi	reference genome	Scaffold	2219	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/288/825/GCF_022288825.1_ASM2228882v1
survey (4+ species)	Kitasatospora	Kitasatospora aburaviensis	GCF_039534425.1	Kitasatospora aburaviensis	reference genome	Scaffold	7620	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/534/425/GCF_039534425.1_ASM3953442v1
survey (4+ species)	Kitasatospora	Kitasatospora acidiphila	GCF_006636205.1	Kitasatospora acidiphila	reference genome	Contig	7360	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/636/205/GCF_006636205.1_ASM663620v1
survey (4+ species)	Kitasatospora	Kitasatospora albolonga	GCF_042430225.1	Kitasatospora albolonga	reference genome	Scaffold	7797	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/430/225/GCF_042430225.1_ASM4243022v1
survey (4+ species)	Kitasatospora	Kitasatospora arboriphila	GCF_039528095.1	Kitasatospora arboriphila	reference genome	Scaffold	7717	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/528/095/GCF_039528095.1_ASM3952809v1
survey (4+ species)	Kitasatospora	Kitasatospora atroaurantiaca	GCF_007828955.1	Kitasatospora atroaurantiaca	reference genome	Contig	6846	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/828/955/GCF_007828955.1_ASM782895v1
survey (4+ species)	Kitasatospora	Kitasatospora aureofaciens	GCF_014649975.1	Kitasatospora aureofaciens	reference genome	Contig	7175	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/649/975/GCF_014649975.1_ASM1464997v1
survey (4+ species)	Kitasatospora	Kitasatospora azatica	GCF_000744785.1	Kitasatospora azatica KCTC 9699	reference genome	Contig	7094	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/744/785/GCF_000744785.1_ASM74478v1
survey (4+ species)	Kitasatospora	Kitasatospora brasiliensis	GCF_032654805.1	Kitasatospora brasiliensis	reference genome	Contig	6661	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/654/805/GCF_032654805.1_ASM3265480v1
survey (4+ species)	Kitasatospora	Kitasatospora camelliae	GCF_040571325.1	Kitasatospora camelliae	reference genome	Complete Genome	7011	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/571/325/GCF_040571325.1_ASM4057132v1
survey (4+ species)	Kitasatospora	Kitasatospora cathayae	GCF_027627435.1	Kitasatospora cathayae	reference genome	Complete Genome	7916	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/627/435/GCF_027627435.1_ASM2762743v1
survey (4+ species)	Kitasatospora	Kitasatospora cheerisanensis	GCF_000696185.1	Kitasatospora cheerisanensis KCTC 2395	reference genome	Scaffold	7042	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/696/185/GCF_000696185.1_ASM69618v1
survey (4+ species)	Kitasatospora	Kitasatospora cineracea	GCF_003814885.1	Kitasatospora cineracea	reference genome	Contig	7509	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/814/885/GCF_003814885.1_ASM381488v1
survey (4+ species)	Kitasatospora	Kitasatospora cinereorecta	GCF_042652405.1	Kitasatospora cinereorecta	reference genome	Contig	6232	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/652/405/GCF_042652405.1_ASM4265240v1
survey (4+ species)	Kitasatospora	Kitasatospora cystarginea	GCF_039533515.1	Kitasatospora cystarginea	reference genome	Scaffold	7814	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/533/515/GCF_039533515.1_ASM3953351v1
survey (4+ species)	Kitasatospora	Kitasatospora dryopteridis	GCF_050749075.1	Kitasatospora dryopteridis	reference genome	Complete Genome	7417	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/749/075/GCF_050749075.1_ASM5074907v1
survey (4+ species)	Kitasatospora	Kitasatospora fiedleri	GCF_948472415.1	Kitasatospora fiedleri	reference genome	Complete Genome	6736	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/948/472/415/GCF_948472415.1_JK4103
survey (4+ species)	Kitasatospora	Kitasatospora gansuensis	GCF_014203705.1	Kitasatospora gansuensis	reference genome	Contig	7337	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/203/705/GCF_014203705.1_ASM1420370v1
survey (4+ species)	Kitasatospora	Kitasatospora griseola	GCF_044999035.1	Kitasatospora griseola	reference genome	Complete Genome	7431	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/044/999/035/GCF_044999035.1_ASM4499903v1
survey (4+ species)	Kitasatospora	Kitasatospora herbaricolor	GCF_036243155.1	Kitasatospora herbaricolor	reference genome	Complete Genome	7933	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/243/155/GCF_036243155.1_ASM3624315v1
survey (4+ species)	Kitasatospora	Kitasatospora hibisci	GCF_043950205.1	Kitasatospora hibisci	reference genome	Complete Genome	7097	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/950/205/GCF_043950205.1_ASM4395020v1
survey (4+ species)	Kitasatospora	Kitasatospora humi	GCF_020907985.1	Kitasatospora humi	reference genome	Contig	7122	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/907/985/GCF_020907985.1_ASM2090798v1
survey (4+ species)	Kitasatospora	Kitasatospora indigofera	GCF_014655955.1	Kitasatospora indigofera	reference genome	Scaffold	7858	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/655/955/GCF_014655955.1_ASM1465595v1
survey (4+ species)	Kitasatospora	Kitasatospora kazusensis	GCF_039529945.1	Kitasatospora kazusensis	reference genome	Scaffold	6285	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/529/945/GCF_039529945.1_ASM3952994v1
survey (4+ species)	Kitasatospora	Kitasatospora kifunensis	GCF_014203855.1	Kitasatospora kifunensis	reference genome	Contig	7943	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/203/855/GCF_014203855.1_ASM1420385v1
survey (4+ species)	Kitasatospora	Kitasatospora mediocidica	GCF_000744225.1	Kitasatospora mediocidica KCTC 9733	reference genome	Contig	7343	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/744/225/GCF_000744225.1_ASM74422v1
survey (4+ species)	Kitasatospora	Kitasatospora misakiensis	GCF_042656005.1	Kitasatospora misakiensis	reference genome	Scaffold	7158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/656/005/GCF_042656005.1_ASM4265600v1
survey (4+ species)	Kitasatospora	Kitasatospora nipponensis	GCF_039528135.1	Kitasatospora nipponensis	reference genome	Scaffold	8510	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/528/135/GCF_039528135.1_ASM3952813v1
survey (4+ species)	Kitasatospora	Kitasatospora papulosa	GCF_036240075.1	Kitasatospora papulosa	reference genome	Complete Genome	6456	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/240/075/GCF_036240075.1_ASM3624007v1
survey (4+ species)	Kitasatospora	Kitasatospora paranensis	GCF_042661005.1	Kitasatospora paranensis	reference genome	Contig	7343	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/661/005/GCF_042661005.1_ASM4266100v1
